test_dice_history,test_iou_history,test_miou_history,test_recall_history,test_f1_history,test_precision_history,test_fpr_history,test_mae_history
0.9222363829612732,0.8556894659996033,0.9150692224502563,0.9241456389427185,0.9222333678842259,0.9203290939331055,0.005092261824756861,0.009933056309819221
0.9180624485015869,0.8485318422317505,0.9135438203811646,0.8914728164672852,0.9180602540512871,0.9462824463844299,0.00440886290743947,0.01340428739786148
0.8448748588562012,0.73140949010849,0.8601083755493164,0.773681104183197,0.8448717572619384,0.9304915070533752,0.0031975519377738237,0.015516896732151508
0.7958661913871765,0.660942792892456,0.8117759823799133,0.6898826956748962,0.7958645312897396,0.940319299697876,0.0051108128391206264,0.037761859595775604
0.8100762367248535,0.6807757616043091,0.832505464553833,0.7165558934211731,0.8100732194151979,0.9316643476486206,0.0032245111651718616,0.01927993819117546
0.9430256485939026,0.8921836018562317,0.9375587701797485,0.960868775844574,0.9430201464799628,0.9258226156234741,0.002539081731811166,0.003942850045859814
0.9413529634475708,0.8891993165016174,0.9378293752670288,0.9393998384475708,0.9413503747073252,0.9433091282844543,0.0040529887191951275,0.00818290002644062
0.9149645566940308,0.84325110912323,0.9160264730453491,0.9086334705352783,0.9149605810751041,0.9213765263557434,0.0035717710852622986,0.007476183120161295
0.8819150328636169,0.7887638807296753,0.8884124755859375,0.8615742325782776,0.8819093786822518,0.9032277464866638,0.0030407707672566175,0.007233507931232452
0.8991496562957764,0.816773533821106,0.898143470287323,0.8722307682037354,0.8991472870122865,0.9277780652046204,0.005382947623729706,0.014510955661535263
0.9251638054847717,0.8607437610626221,0.9253849387168884,0.9187772870063782,0.9251609628626294,0.9316340684890747,0.004487975500524044,0.009155639447271824
0.9335379004478455,0.87535160779953,0.9314515590667725,0.9436109662055969,0.9335332840060316,0.9236686825752258,0.0031043696217238903,0.005240802653133869
0.8724209666252136,0.7737085223197937,0.8755103349685669,0.8296545743942261,0.8724189443927352,0.9198315739631653,0.006301569752395153,0.020709574222564697
0.9188054800033569,0.8498035669326782,0.9069605469703674,0.9592958688735962,0.9188040608256137,0.8815922141075134,0.019294898957014084,0.022416070103645325
0.7791517376899719,0.6382034420967102,0.8051929473876953,0.6664456129074097,0.779150355780902,0.9377335906028748,0.0062353340908885,0.046932950615882874
0.9398849010467529,0.8865843415260315,0.9378759860992432,0.914368212223053,0.9398830405803641,0.9668627977371216,0.003402415197342634,0.011387325823307037
0.9350700378417969,0.8780549764633179,0.9228764772415161,0.967715322971344,0.9350684095937872,0.9045524597167969,0.012004298157989979,0.015225416049361229
0.8599095344543457,0.754244863986969,0.8504089117050171,0.8475472331047058,0.859908212148916,0.8726351857185364,0.018878242000937462,0.03791986033320427
0.9378921985626221,0.8830460906028748,0.9228199124336243,0.9364104866981506,0.937890996035064,0.9393762946128845,0.012250810861587524,0.022012419998645782
